,opted_in_to_mailing_list,enabled_for_marketing_drip,creation_login_gap,mean_gap_length,creation_source_GUEST_INVITE,creation_source_ORG_INVITE,creation_source_PERSONAL_PROJECTS,creation_source_SIGNUP,creation_source_SIGNUP_GOOGLE_AUTH,org_size_L,org_size_M,org_size_S,org_size_XL,org_size_XS,group_size_L,group_size_M,group_size_S,group_size_XL,group_size_XS,adopted
3277,0,0,0.0,100.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,False
3278,0,0,100.0,100.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,False
3279,1,0,2.0,3.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,True
3280,0,0,100.0,100.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False
3281,1,0,100.0,100.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,False
3282,0,0,0.0,100.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,False
3283,0,0,0.0,100.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,False
3284,1,1,100.0,100.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,False
3285,0,0,100.0,100.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,False
3286,0,0,0.0,100.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,False
3287,0,0,1.0,100.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,False
3288,1,0,100.0,100.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,False
3289,0,0,100.0,100.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,False
3290,0,1,1.0,100.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,False
3291,0,0,0.0,100.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,False
3292,1,1,0.0,20.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,False
3293,0,0,0.0,15.571428571428571,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,False
3294,0,0,0.0,100.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,False
3295,1,0,100.0,100.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,False
3296,0,0,100.0,100.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,False
3297,1,0,100.0,100.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,False
3298,0,0,100.0,100.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,False
3299,0,0,100.0,100.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,False
3300,0,0,0.0,100.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,False
3301,0,0,0.0,100.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,False
3302,0,0,2.0,100.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,False
3303,1,0,100.0,100.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,False
3304,0,0,100.0,100.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,False
3305,1,0,0.0,100.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False
3306,0,0,0.0,100.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,False
3307,0,0,100.0,100.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,False
3308,1,1,1.0,100.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,False
3309,1,0,1.0,8.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,False
3310,0,0,2.0,5.813953488372093,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,True
3311,0,0,100.0,100.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,False
3312,0,0,2.0,100.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,False
3313,0,0,0.0,100.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,False
3314,1,1,1.0,27.666666666666668,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,False
3315,1,1,100.0,100.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,False
3316,0,0,1.0,7.5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,True
3317,0,0,6.0,34.5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,False
3318,0,0,1.0,100.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,False
3319,0,0,3.0,100.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,False
3320,0,0,100.0,100.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,False
3321,0,0,2.0,100.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,False
3322,0,0,1.0,8.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,False
3323,0,0,0.0,5.461538461538462,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,True
3324,0,0,1.0,100.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,False
3325,0,1,100.0,100.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,False
3326,1,0,0.0,12.2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,False
3327,0,0,0.0,100.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,False
3328,0,0,100.0,100.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,False
3329,1,0,100.0,100.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,False
3330,1,1,0.0,3.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,False
3331,1,0,2.0,9.785714285714286,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,True
3332,0,0,100.0,100.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,False
3333,0,0,100.0,100.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,False
3334,0,0,1.0,100.0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,False
3335,0,0,100.0,100.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,False
3336,1,1,0.0,100.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,False
3337,0,0,1.0,3.5483870967741935,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,True
3338,0,0,0.0,1.6964285714285714,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,True
3339,0,0,3.0,100.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,False
3340,1,1,1.0,100.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,False
3341,1,1,0.0,100.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,False
3342,0,0,100.0,100.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False
3343,0,0,1.0,100.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,False
3344,0,0,0.0,100.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,False
3345,0,0,0.0,6.833333333333333,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,False
3346,1,1,0.0,5.666666666666667,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,True
3347,0,0,100.0,100.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,False
3348,0,0,100.0,100.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,False
3349,0,0,0.0,100.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,False
3350,0,0,100.0,100.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,False
3351,0,1,2.0,23.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,False
3352,0,0,0.0,1.5658362989323844,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,True
3353,0,0,100.0,100.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,False
3354,0,0,0.0,100.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,False
3355,0,0,0.0,13.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,False
3356,0,0,100.0,100.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,False
3357,1,1,100.0,100.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,False
3358,0,0,0.0,10.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,False
3359,1,0,3.0,2.9238095238095236,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,True
3360,1,1,100.0,100.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,False
3361,1,1,1.0,100.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,False
3362,0,0,4.0,100.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,False
3363,0,0,100.0,100.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,False
3364,0,0,1.0,100.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,False
3365,0,0,100.0,100.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,False
3366,0,0,0.0,100.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,False
3367,0,0,0.0,100.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,False
3368,1,0,4.0,100.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,False
3369,0,0,1.0,3.8085106382978724,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,True
3370,1,0,0.0,100.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False
3371,1,0,100.0,100.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False
3372,1,1,0.0,100.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,False
3373,1,0,1.0,4.5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,False
3374,1,1,1.0,100.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,False
3375,1,1,100.0,100.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,False
3376,0,0,2.0,100.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,False
3377,1,1,3.0,9.478260869565217,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,True
3378,1,0,1.0,100.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,False
3379,1,0,1.0,100.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,False
3380,0,0,0.0,7.394736842105263,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,True
3381,1,1,100.0,100.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,False
3382,1,1,0.0,100.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,False
3383,0,0,0.0,100.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,False
3384,1,0,0.0,100.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,False
3385,0,0,100.0,100.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,False
3386,0,0,1.0,3.5686274509803924,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,True
3387,0,0,100.0,100.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,False
3388,1,1,0.0,2.3153846153846156,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,True
3389,0,0,0.0,5.461538461538462,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,True
3390,0,0,4.0,100.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,False
3391,0,0,3.0,100.0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,False
3392,0,0,1.0,100.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,False
3393,1,0,100.0,100.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,False
3394,0,0,100.0,100.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,False
3395,0,0,0.0,100.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,False
3396,0,0,1.0,2.734782608695652,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,True
3397,1,1,100.0,100.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False
3398,0,0,1.0,100.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,False
3399,1,0,100.0,100.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,False
3400,1,1,0.0,100.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,False
3401,1,0,2.0,100.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,False
3402,0,0,0.0,100.0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,False
3403,1,0,0.0,100.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,False
3404,1,1,0.0,3.75,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,True
3405,0,0,5.0,100.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,False
3406,0,0,0.0,100.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,False
3407,0,0,1.0,10.2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,False
3408,0,0,3.0,4.452830188679245,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,True
3409,0,0,1.0,100.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,False
3410,0,0,2.0,1.8492063492063493,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,True
3411,0,0,100.0,100.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,False
3412,0,0,0.0,13.75,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,False
3413,0,0,100.0,100.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,False
3414,1,0,100.0,100.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,False
3415,0,0,0.0,100.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,False
3416,0,0,6.0,100.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,False
3417,1,0,0.0,100.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,False
3418,0,0,100.0,100.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,False
3419,0,0,0.0,100.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,False
3420,0,0,100.0,100.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,False
3421,1,0,0.0,100.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,False
3422,1,0,100.0,100.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,False
3423,0,0,100.0,100.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,False
3424,0,0,1.0,100.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,False
3425,0,0,0.0,3.3333333333333335,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,True
3426,0,0,0.0,100.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,False
3427,1,0,0.0,12.76923076923077,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,False
3428,0,0,100.0,100.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,False
3429,0,0,1.0,100.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,False
3430,0,0,2.0,12.25,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,False
3431,0,0,0.0,100.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,False
3432,0,0,100.0,100.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,False
3433,0,0,1.0,100.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,False
3434,1,1,100.0,100.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,False
3435,1,0,0.0,2.7874015748031495,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,True
3436,0,0,0.0,11.25,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,False
3437,1,0,1.0,100.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,False
3438,0,0,100.0,100.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,False
3439,1,0,2.0,100.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,False
3440,1,1,4.0,100.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,False
3441,1,0,0.0,100.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,False
3442,1,1,0.0,20.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,False
3443,0,0,0.0,100.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,False
3444,1,1,2.0,100.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,False
3445,0,0,2.0,100.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,False
3446,0,0,1.0,100.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,False
3447,1,0,100.0,100.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,False
3448,0,0,100.0,100.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,False
3449,0,0,100.0,100.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,False
3450,1,0,2.0,1.41156462585034,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,True
3451,0,0,1.0,100.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,False
3452,0,1,2.0,100.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,False
3453,0,0,0.0,100.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,False
3454,0,0,3.0,100.0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,False
3455,0,0,100.0,100.0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,False
3456,0,0,100.0,100.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,False
3457,0,0,4.0,100.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,False
3458,0,0,1.0,100.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,False
3459,0,0,1.0,100.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,False
3460,1,1,100.0,100.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,False
3461,0,0,1.0,100.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,False
3462,1,0,0.0,2.5380710659898478,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,True
3463,0,1,0.0,100.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,False
3464,1,0,0.0,100.0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,False
3465,0,0,0.0,100.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,False
3466,0,0,2.0,100.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,False
3467,0,0,2.0,100.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,False
3468,0,0,100.0,100.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,False
3469,0,0,0.0,25.333333333333332,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,False
3470,0,0,0.0,100.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,False
3471,1,1,0.0,100.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,False
3472,0,0,100.0,100.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False
3473,0,0,3.0,100.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,False
3474,0,1,0.0,100.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,False
3475,0,0,100.0,100.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,False
3476,0,0,0.0,100.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,False
3477,0,0,1.0,100.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,False
3478,1,0,100.0,100.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,False
3479,0,0,0.0,100.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,False
3480,0,0,0.0,3.4722222222222223,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,True
3481,0,0,0.0,100.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,False
3482,0,0,1.0,100.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,False
3483,1,0,4.0,4.443037974683544,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,True
3484,0,0,100.0,100.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,False
3485,1,1,1.0,100.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,False
3486,0,0,100.0,100.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,False
3487,0,0,1.0,100.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,False
3488,0,0,1.0,100.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,False
3489,0,0,1.0,100.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,False
3490,0,1,0.0,100.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,False
3491,0,0,1.0,100.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,False
3492,0,0,3.0,7.136363636363637,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,True
3493,1,0,0.0,100.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,False
3494,1,1,100.0,100.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,False
3495,0,0,3.0,100.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,False
3496,1,1,5.0,100.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,False
3497,1,0,100.0,100.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,False
3498,0,0,3.0,27.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,False
3499,0,1,100.0,100.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,False
3500,0,0,0.0,100.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,False
3501,0,0,2.0,6.25,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,True
3502,1,0,1.0,100.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,False
3503,1,0,100.0,100.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,False
3504,1,1,2.0,100.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,False
3505,0,0,0.0,100.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,False
3506,0,0,100.0,100.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,False
3507,0,0,1.0,100.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,False
3508,0,0,2.0,100.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,False
3509,1,0,0.0,100.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,False
3510,0,0,0.0,100.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,False
3511,1,1,3.0,100.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,False
3512,0,0,100.0,100.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,False
3513,0,0,0.0,8.333333333333334,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,False
3514,1,1,0.0,100.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,False
3515,0,0,100.0,100.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,False
3516,1,1,0.0,5.333333333333333,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,True
3517,0,0,0.0,100.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,False
3518,1,1,1.0,100.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,False
3519,0,0,0.0,100.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,False
3520,0,0,0.0,8.333333333333334,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,False
3521,0,0,0.0,4.336206896551724,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,True
3522,0,0,100.0,100.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,False
3523,1,1,100.0,100.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,False
3524,0,0,1.0,1.959016393442623,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,True
3525,0,0,3.0,100.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,False
3526,0,0,100.0,100.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,False
3527,0,0,2.0,100.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,False
3528,0,0,0.0,100.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,False
3529,0,0,0.0,100.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,False
3530,1,0,0.0,1.4349315068493151,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,True
3531,0,0,3.0,100.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,False
3532,0,1,1.0,100.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,False
3533,1,1,100.0,100.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
3534,1,0,100.0,100.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,False
3535,0,0,1.0,100.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,False
3536,0,0,100.0,100.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,False
3537,0,0,100.0,100.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,False
3538,0,0,0.0,100.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,False
3539,0,0,0.0,100.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,False
3540,0,0,1.0,6.837209302325581,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,True
3541,0,0,1.0,100.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,False
3542,0,0,0.0,100.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
3543,0,0,2.0,100.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,False
3544,0,0,100.0,100.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,False
3545,1,0,0.0,3.091549295774648,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,True
3546,1,1,3.0,100.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,False
3547,0,0,1.0,100.0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,False
3548,0,0,1.0,41.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,False
3549,0,0,2.0,100.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False
3550,0,0,2.0,100.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,False
3551,0,0,100.0,100.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,False
3552,0,1,0.0,100.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,False
3553,0,1,0.0,100.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,False
3554,0,0,1.0,100.0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,False
3555,1,0,1.0,1.842406876790831,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,True
3556,0,1,2.0,100.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,False
3557,0,0,0.0,4.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,False
3558,0,0,0.0,100.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,False
3559,0,0,0.0,4.458064516129032,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,True
3560,1,0,1.0,3.0606060606060606,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,True
3561,0,0,1.0,7.647058823529412,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,True
3562,0,0,2.0,100.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,False
3563,0,0,3.0,13.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,False
3564,1,1,100.0,100.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,False
3565,0,0,1.0,100.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,False
